area_type,location,bath,price,bhk,area,price_per_sqft
Super built-up  Area,Hormavu,2.0,69.25,3,1385.0,5000.0
Super built-up  Area,Hormavu,2.0,50.92,2,1065.0,4781.220657276996
Super built-up  Area,Hormavu,2.0,60.0,2,1046.0,5736.137667304015
Super built-up  Area,Hormavu,2.0,75.0,2,1400.0,5357.142857142857
Super built-up  Area,Hormavu,2.0,65.0,3,1365.0,4761.9047619047615
Super built-up  Area,Hormavu,2.0,44.8,2,1196.0,3745.819397993311
Super built-up  Area,Hormavu,2.0,47.36,2,1263.0,3749.802058590657
Super built-up  Area,Hormavu,2.0,39.08,2,1015.0,3850.246305418719
Super built-up  Area,Hormavu,2.0,60.0,3,1550.0,3870.967741935484
Plot  Area,Hormavu,2.0,73.0,2,1200.0,6083.333333333333
Super built-up  Area,Hormavu,2.0,65.0,2,1250.0,5200.0
Built-up  Area,Hormavu,3.0,68.0,3,1604.0,4239.401496259352
Super built-up  Area,Hormavu,2.0,53.7,2,1075.0,4995.3488372093025
Super built-up  Area,Hormavu,2.0,42.0,2,980.0,4285.714285714285
Super built-up  Area,Hormavu,2.0,53.7,2,1075.0,4995.3488372093025
Carpet  Area,Hormavu,4.0,115.0,4,2282.0,5039.439088518843
Super built-up  Area,Hormavu,2.0,55.0,2,1206.0,4560.530679933665
Super built-up  Area,Hormavu,2.0,67.0,2,1310.0,5114.503816793893
Super built-up  Area,Hormavu,2.0,60.0,2,1310.0,4580.152671755725
Super built-up  Area,Hormavu,2.0,45.75,2,1020.0,4485.294117647059
Super built-up  Area,Hormavu,2.0,69.0,2,1210.0,5702.479338842975
Super built-up  Area,Hosa Road,3.0,85.0,3,1652.0,5145.2784503631965
Super built-up  Area,Hosa Road,3.0,80.0,3,1639.0,4881.0250152532035
Super built-up  Area,Hosa Road,2.0,55.15,2,1161.0,4750.215331610681
Super built-up  Area,Hosa Road,3.0,81.99,3,1726.0,4750.289687137891
Super built-up  Area,Hosa Road,2.0,55.15,2,1161.0,4750.215331610681
Super built-up  Area,Hosa Road,2.0,97.52,2,1430.0,6819.580419580419
Super built-up  Area,Hosa Road,2.0,92.0,2,1365.0,6739.92673992674
Super built-up  Area,Hosa Road,2.0,48.5,2,1243.0,3901.850362027353
Super built-up  Area,Hosa Road,3.0,69.84,3,1541.0,4532.121998702141
Super built-up  Area,Hosa Road,2.0,86.12,3,1332.0,6465.465465465465
Super built-up  Area,Hosa Road,1.0,28.29,1,615.0,4600.0
Super built-up  Area,Hosa Road,2.0,85.28,3,1318.0,6470.40971168437
Super built-up  Area,Hosa Road,3.0,103.0,3,1513.0,6807.666886979511
Super built-up  Area,Hosa Road,2.0,52.0,2,1133.0,4589.585172109444
Super built-up  Area,Hosa Road,2.0,40.0,2,1016.0,3937.0078740157483
Built-up  Area,Hosa Road,2.0,40.0,2,972.0,4115.22633744856
Super built-up  Area,Hosa Road,2.0,55.15,2,1161.0,4750.215331610681
Super built-up  Area,Hosa Road,3.0,98.13,3,1532.0,6405.352480417754
Super built-up  Area,Hosa Road,3.0,101.0,3,1680.0,6011.9047619047615
Plot  Area,Hosa Road,2.0,50.0,2,880.0,5681.818181818182
Super built-up  Area,Hosa Road,3.0,98.18,3,1533.0,6404.4357469015
Super built-up  Area,Hosa Road,2.0,68.59,2,1040.0,6595.192307692308
Super built-up  Area,Hosa Road,2.0,61.0,2,1040.0,5865.384615384615
Built-up  Area,Hosa Road,3.0,100.0,3,2500.0,4000.0
Super built-up  Area,Hosa Road,2.0,62.0,2,1245.0,4979.919678714859
Super built-up  Area,Hosa Road,2.0,84.86,3,1311.0,6472.921434019832
Super built-up  Area,Hosa Road,3.0,103.0,3,1512.0,6812.169312169312
Super built-up  Area,Hosa Road,3.0,81.99,3,1726.0,4750.289687137891
Super built-up  Area,Hosa Road,2.0,64.79,2,1364.0,4750.000000000001
Super built-up  Area,Hosa Road,2.0,45.0,2,1016.0,4429.133858267716
Super built-up  Area,Hosa Road,3.0,72.6,3,1730.0,4196.531791907514
Super built-up  Area,Hosa Road,2.0,77.61,2,1360.0,5706.617647058823
Super built-up  Area,Hosa Road,2.0,65.0,2,1170.0,5555.555555555556
Super built-up  Area,Hosa Road,2.0,55.15,2,1161.0,4750.215331610681
Super built-up  Area,Hosa Road,2.0,84.22,3,1470.0,5729.251700680272
Super built-up  Area,Hosa Road,3.0,103.0,3,1513.0,6807.666886979511
Super built-up  Area,Hosa Road,3.0,64.05,4,1708.0,3750.0
Super built-up  Area,Hosa Road,2.0,48.75,2,1161.0,4198.966408268734
Super built-up  Area,Hosa Road,3.0,69.61,3,1541.0,4517.1966255678135
Super built-up  Area,Hosa Road,2.0,39.95,2,1016.0,3932.086614173229
Built-up  Area,Hosahalli Extension,5.0,240.0,5,2000.0,12000.0
Super built-up  Area,Hosakerehalli,3.0,262.0,3,2378.0,11017.661900756939
Super built-up  Area,Hosakerehalli,3.0,203.0,3,2376.0,8543.771043771043
Built-up  Area,Hosakerehalli,5.0,380.0,4,3205.0,11856.474258970358
Super built-up  Area,Hosakerehalli,5.0,248.0,4,3024.0,8201.0582010582
Super built-up  Area,Hosakerehalli,5.0,350.0,4,3024.0,11574.074074074075
Plot  Area,Hosakerehalli,5.0,250.0,5,2400.0,10416.666666666666
Super built-up  Area,Hosakerehalli,4.0,153.0,3,1817.0,8420.473307649972
Super built-up  Area,Hosakerehalli,2.0,100.0,2,1304.0,7668.711656441717
Super built-up  Area,Hosakerehalli,3.0,245.0,3,2480.0,9879.032258064517
Built-up  Area,Hosakerehalli,2.0,46.5,2,925.0,5027.027027027027
Super built-up  Area,Hosakerehalli,4.0,260.0,3,2480.0,10483.870967741936
Super built-up  Area,Hosakerehalli,3.0,79.8,3,1596.0,5000.0
Plot  Area,Hosakerehalli,2.0,100.0,3,1200.0,8333.333333333334
Super built-up  Area,Hosakerehalli,4.0,300.0,4,3205.0,9360.374414976599
Super built-up  Area,Hosakerehalli,4.0,326.0,4,3033.0,10748.433893834488
Plot  Area,Hosakerehalli,2.0,65.0,2,600.0,10833.333333333334
Super built-up  Area,Hosakerehalli,4.0,265.0,3,2480.0,10685.483870967742
Built-up  Area,Hosakerehalli,2.0,46.25,2,925.0,5000.0
Super built-up  Area,Hosakerehalli,3.0,240.0,3,2376.0,10101.0101010101
Plot  Area,Hosakerehalli,6.0,145.0,5,1500.0,9666.666666666666
Built-up  Area,Hosakerehalli Layout,2.0,64.0,2,1080.0,5925.925925925926
Built-up  Area,Hosapalya,8.0,95.0,8,2500.0,3800.0
Super built-up  Area,Hosapalya,1.0,29.0,2,800.0,3625.0
Super built-up  Area,Hoskote,3.0,50.0,3,1250.0,4000.0
Super built-up  Area,Hoskote,3.0,40.0,3,1225.0,3265.3061224489797
Super built-up  Area,Hoskote,3.0,60.0,3,1740.0,3448.2758620689656
Super built-up  Area,Hoskote,2.0,45.0,2,1170.0,3846.153846153846
Super built-up  Area,Hoskote,3.0,29.0,3,1250.0,2320.0
Plot  Area,Hoskote,3.0,57.0,3,1200.0,4750.0
Super built-up  Area,Hoskote,2.0,38.0,3,1069.0,3554.724041159963
Super built-up  Area,Hoskote,2.0,33.6,2,1095.0,3068.4931506849316
Super built-up  Area,Hoskote,3.0,50.0,3,1695.0,2949.8525073746314
Built-up  Area,Hoskote,2.0,31.5,2,1065.0,2957.7464788732395
Super built-up  Area,Hoskote,2.0,63.0,3,1395.0,4516.129032258064
Super built-up  Area,Hoskote,2.0,28.5,2,1065.0,2676.056338028169
Super built-up  Area,Hoskote,2.0,35.0,2,945.0,3703.703703703704
Built-up  Area,Hoskote,2.0,33.75,2,1065.0,3169.0140845070423
Super built-up  Area,Hoskote,1.0,23.0,1,509.0,4518.664047151277
Built-up  Area,Hosur Road,2.0,120.0,2,1656.0,7246.376811594203
Built-up  Area,Hosur Road,2.0,69.0,2,1194.0,5778.894472361809
Built-up  Area,Hosur Road,2.0,48.0,3,1175.0,4085.1063829787236
Super built-up  Area,Hosur Road,2.0,60.0,3,1145.0,5240.174672489083
Built-up  Area,Hosur Road,5.0,240.0,5,3300.0,7272.727272727273
Super built-up  Area,Hosur Road,2.0,105.0,3,1510.0,6953.64238410596
Super built-up  Area,Hosur Road,2.0,80.63,3,1427.0,5650.31534688157
Super built-up  Area,Hosur Road,2.0,110.0,3,1508.0,7294.429708222811
Super built-up  Area,Hosur Road,1.0,21.0,1,460.0,4565.217391304348
Super built-up  Area,Hosur Road,2.0,85.0,3,1733.0,4904.789382573572
Super built-up  Area,Hosur Road,2.0,49.0,2,1179.0,4156.064461407973
Super built-up  Area,Hosur Road,2.0,60.0,2,950.0,6315.789473684211
Super built-up  Area,Hosur Road,2.0,71.64,2,1194.0,6000.0
Super built-up  Area,Hosur Road,3.0,130.0,3,1766.0,7361.268403171008
Super built-up  Area,Hosur Road,3.0,103.0,3,1689.0,6098.283007696862
Built-up  Area,Hosur Road,5.0,180.0,5,3600.0,5000.0
Super built-up  Area,Hosur Road,2.0,48.0,2,1170.0,4102.5641025641025
Super built-up  Area,Hosur Road,2.0,55.0,2,1250.0,4400.0
Super built-up  Area,Hosur Road,3.0,103.0,3,1689.0,6098.283007696862
Plot  Area,Hosur Road,4.0,160.0,4,3000.0,5333.333333333333
Plot  Area,Hosur Road,4.0,130.0,4,2000.0,6500.0
Super built-up  Area,Hosur Road,2.0,65.0,2,1250.0,5200.0
Super built-up  Area,Hosur Road,3.0,103.0,3,1689.0,6098.283007696862
Super built-up  Area,Hosur Road,3.0,90.0,3,1685.0,5341.246290801187
Super built-up  Area,Hosur Road,2.0,93.0,2,1223.0,7604.251839738348
Super built-up  Area,Hosur Road,3.0,117.0,3,1919.0,6096.925482021887
Built-up  Area,Hoysalanagar,3.0,57.0,3,1325.0,4301.88679245283
Built-up  Area,Hoysalanagar,2.0,40.0,2,885.0,4519.774011299435
Built-up  Area,Hoysalanagar,2.0,50.0,2,1100.0,4545.454545454545
Super built-up  Area,Hoysalanagar,2.0,60.0,3,1320.0,4545.454545454545
Super built-up  Area,Hoysalanagar,2.0,56.0,3,1325.0,4226.415094339623
Super built-up  Area,Hulimavu,2.0,50.0,2,1125.0,4444.444444444444
Super built-up  Area,Hulimavu,2.0,51.0,2,1242.0,4106.280193236715
Super built-up  Area,Hulimavu,3.0,78.0,3,1650.0,4727.272727272727
Built-up  Area,Hulimavu,3.0,100.0,3,1823.0,5485.463521667581
Super built-up  Area,Hulimavu,2.0,36.0,2,1300.0,2769.230769230769
Super built-up  Area,Hulimavu,2.0,43.2,2,1080.0,4000.0
Super built-up  Area,Hulimavu,2.0,71.5,2,1100.0,6500.0
Super built-up  Area,Hulimavu,3.0,65.0,3,1758.0,3697.3833902161546
Super built-up  Area,Hulimavu,1.0,50.0,1,688.0,7267.441860465116
Super built-up  Area,Hulimavu,2.0,73.0,2,1255.0,5816.733067729084
Built-up  Area,Hulimavu,4.0,75.0,4,1200.0,6250.0
Super built-up  Area,Hulimavu,2.0,48.0,2,1058.0,4536.862003780719
Super built-up  Area,Hulimavu,2.0,80.0,2,1375.0,5818.181818181818
Super built-up  Area,Hulimavu,2.0,69.0,2,1248.0,5528.846153846154
Super built-up  Area,Hulimavu,3.0,135.0,3,1818.0,7425.742574257426
Super built-up  Area,Hulimavu,2.0,55.0,2,1225.0,4489.7959183673465
Super built-up  Area,Hulimavu,2.0,74.0,2,1255.0,5896.414342629482
Built-up  Area,Hulimavu,2.0,45.0,2,1175.0,3829.7872340425533
Super built-up  Area,Hulimavu,2.0,69.0,2,1255.0,5498.00796812749
Super built-up  Area,Hulimavu,2.0,66.0,2,1255.0,5258.964143426295
Super built-up  Area,Hulimavu,5.0,271.0,3,3035.0,8929.159802306425
Super built-up  Area,Hulimavu,5.0,220.0,3,3035.0,7248.764415156507
Super built-up  Area,Hulimavu,2.0,65.0,2,1127.0,5767.524401064774
Super built-up  Area,Hulimavu,2.0,50.0,2,1200.0,4166.666666666667
Built-up  Area,Hulimavu,3.0,72.0,3,1450.0,4965.517241379311
Plot  Area,Hulimavu,2.0,75.0,2,1200.0,6250.0
Super built-up  Area,Hulimavu,2.0,90.0,3,1430.0,6293.706293706294
Super built-up  Area,Hulimavu,1.0,39.5,2,850.0,4647.058823529412
Built-up  Area,Hulimavu,2.0,45.0,2,1000.0,4500.0
Super built-up  Area,Hulimavu,2.0,59.0,3,1320.0,4469.69696969697
Built-up  Area,Hulimavu,4.0,100.0,4,2000.0,5000.0
Super built-up  Area,Hulimavu,5.0,318.0,4,3560.0,8932.58426966292
Super built-up  Area,Hulimavu,2.0,38.0,2,1011.0,3758.6547972304647
Super built-up  Area,Hulimavu,2.0,76.0,2,1276.0,5956.112852664577
Plot  Area,Hulimavu,2.0,90.0,2,1500.0,6000.0
Super built-up  Area,Hulimavu,2.0,76.0,2,1021.0,7443.682664054848
Super built-up  Area,Hulimavu,1.0,29.0,1,581.0,4991.394148020654
Super built-up  Area,Hulimavu,2.0,45.0,2,935.0,4812.834224598931
Built-up  Area,Hulimavu,2.0,125.0,2,1050.0,11904.761904761905
Built-up  Area,Hulimavu,2.0,65.0,3,1320.0,4924.242424242424
Plot  Area,Hulimavu,4.0,75.0,4,1200.0,6250.0
Super built-up  Area,Hulimavu,2.0,82.0,3,1260.0,6507.936507936508
Built-up  Area,Hulimavu,1.0,20.0,1,450.0,4444.444444444444
Super built-up  Area,Hulimavu,2.0,84.5,2,1231.0,6864.337936636881
Super built-up  Area,Hulimavu,2.0,150.0,3,1916.0,7828.8100208768265
Super built-up  Area,Hulimavu,2.0,44.6,2,1115.0,4000.0
Plot  Area,Hunasamaranahalli,4.0,675.0,4,4000.0,16875.0
Built-up  Area,Huskur,2.0,35.23,3,1220.0,2887.7049180327863
Built-up  Area,Huskur,2.0,37.83,3,1310.0,2887.7862595419847
Built-up  Area,Huskur,2.0,32.92,2,1140.0,2887.719298245614
Built-up  Area,Huskur,2.0,40.43,3,1400.0,2887.8571428571427
Built-up  Area,ISRO Layout,6.0,250.0,6,4400.0,5681.818181818182
Super built-up  Area,ISRO Layout,2.0,60.0,2,1000.0,6000.0
Super built-up  Area,ISRO Layout,2.0,52.0,2,1180.0,4406.779661016949
Super built-up  Area,ISRO Layout,2.0,60.0,2,1000.0,6000.0
Super built-up  Area,ISRO Layout,2.0,68.0,3,1310.0,5190.839694656489
Built-up  Area,ISRO Layout,4.0,255.0,4,4200.0,6071.428571428572
Built-up  Area,ISRO Layout,2.0,51.0,2,1050.0,4857.142857142857
Super built-up  Area,ISRO Layout,2.0,87.0,3,1370.0,6350.36496350365
Super built-up  Area,ITI Layout,2.0,75.0,3,1602.0,4681.647940074907
Built-up  Area,ITI Layout,3.0,115.0,3,1533.0,7501.630789302022
Super built-up  Area,ITI Layout,2.0,77.27,2,1333.0,5796.699174793698
Built-up  Area,ITI Layout,2.0,75.0,3,1602.0,4681.647940074907
Built-up  Area,ITI Layout,2.0,90.0,2,1450.0,6206.896551724138
Plot  Area,ITPL,3.0,56.12,3,1200.0,4676.666666666667
Plot  Area,ITPL,3.0,56.12,3,1200.0,4676.666666666667
Plot  Area,ITPL,3.0,56.12,3,1200.0,4676.666666666667
Plot  Area,ITPL,3.0,61.52,3,1500.0,4101.333333333333
Super built-up  Area,Iblur Village,3.0,235.0,3,3235.0,7264.296754250387
Super built-up  Area,Iblur Village,5.0,290.0,4,3596.0,8064.5161290322585
Super built-up  Area,Iblur Village,3.0,130.0,3,1920.0,6770.833333333333
Super built-up  Area,Iblur Village,3.0,135.0,3,1995.0,6766.917293233083
Super built-up  Area,Iblur Village,5.0,282.0,4,3596.0,7842.046718576195
Super built-up  Area,Iblur Village,3.0,129.0,3,1918.0,6725.7559958289885
Super built-up  Area,Iblur Village,5.0,252.0,4,3596.0,7007.786429365962
Super built-up  Area,Iblur Village,4.0,145.0,3,2100.0,6904.761904761905
Super built-up  Area,Iblur Village,3.0,150.0,3,1920.0,7812.5
Super built-up  Area,Iblur Village,3.0,130.0,3,1920.0,6770.833333333333
Super built-up  Area,Iblur Village,3.0,150.0,3,1920.0,7812.5
Super built-up  Area,Iblur Village,4.0,138.0,3,2000.0,6900.0
Super built-up  Area,Iblur Village,5.0,260.0,4,3596.0,7230.255839822024
Super built-up  Area,Iblur Village,5.0,279.0,4,3596.0,7758.620689655172
Super built-up  Area,Iblur Village,4.0,200.0,3,2666.0,7501.875468867217
Super built-up  Area,Iblur Village,5.0,420.0,5,5384.0,7800.891530460624
Super built-up  Area,Iblur Village,5.0,297.0,4,3596.0,8259.176863181312
Super built-up  Area,Iblur Village,6.0,425.0,5,5515.0,7706.255666364461
Super built-up  Area,Iblur Village,3.0,130.0,3,1920.0,6770.833333333333
Super built-up  Area,Iblur Village,4.0,268.0,4,3596.0,7452.725250278087
Super built-up  Area,Iblur Village,5.0,251.0,4,3596.0,6979.9777530589545
Super built-up  Area,Immadihalli,2.0,48.0,2,1180.0,4067.7966101694915
Super built-up  Area,Immadihalli,2.0,68.0,2,1135.0,5991.1894273127755
Plot  Area,Immadihalli,1.0,27.0,1,672.0,4017.8571428571427
Built-up  Area,Indira Nagar,4.0,200.0,4,2200.0,9090.90909090909
Super built-up  Area,Indira Nagar,2.0,93.0,2,1200.0,7750.0
Super built-up  Area,Indira Nagar,2.0,105.0,2,1128.0,9308.510638297872
Super built-up  Area,Indira Nagar,3.0,330.0,3,2800.0,11785.714285714286
Super built-up  Area,Indira Nagar,3.0,200.0,3,1650.0,12121.212121212122
Carpet  Area,Indira Nagar,3.0,180.0,3,1875.0,9600.0
Built-up  Area,Indira Nagar,2.0,102.0,2,1210.0,8429.752066115703
Built-up  Area,Indira Nagar,2.0,105.0,2,1224.0,8578.43137254902
Super built-up  Area,Indira Nagar,3.0,225.0,3,2070.0,10869.565217391304
Built-up  Area,Indira Nagar,1.0,70.0,1,500.0,14000.0
Super built-up  Area,Indira Nagar,2.0,168.0,2,1400.0,12000.0
Plot  Area,Indira Nagar,4.0,525.0,4,2400.0,21875.0
Built-up  Area,Indira Nagar,3.0,120.0,3,1407.0,8528.784648187633
Super built-up  Area,Indira Nagar,2.0,100.0,2,1145.0,8733.624454148472
Super built-up  Area,Indira Nagar,2.0,170.0,2,1470.0,11564.625850340137
Super built-up  Area,Indira Nagar,3.0,324.0,3,2700.0,12000.0
Built-up  Area,Indira Nagar,1.0,57.0,1,850.0,6705.882352941177
Plot  Area,Indira Nagar,8.0,600.0,8,3250.0,18461.53846153846
Super built-up  Area,Indira Nagar,4.0,312.0,3,2601.0,11995.386389850059
Super built-up  Area,Indira Nagar,2.0,100.0,2,1260.0,7936.507936507936
Built-up  Area,Indira Nagar,3.0,191.0,3,1740.0,10977.011494252874
Built-up  Area,Indira Nagar,3.0,220.0,3,1650.0,13333.333333333334
Super built-up  Area,Indira Nagar,3.0,150.0,3,1700.0,8823.529411764706
Built-up  Area,Indira Nagar,3.0,250.0,4,3200.0,7812.5
Plot  Area,Indira Nagar,3.0,275.0,3,1440.0,19097.222222222223
Super built-up  Area,Indira Nagar,2.0,171.0,2,1475.0,11593.22033898305
Super built-up  Area,Indira Nagar,4.0,440.0,4,3200.0,13750.0
Built-up  Area,Indira Nagar,4.0,700.0,4,4000.0,17500.0
Built-up  Area,Indira Nagar,1.0,60.0,1,850.0,7058.823529411765
Plot  Area,Indira Nagar,4.0,405.0,4,2400.0,16875.0
Plot  Area,Indira Nagar,5.0,350.0,5,1800.0,19444.444444444445
Built-up  Area,Indira Nagar,3.0,120.0,3,1500.0,8000.0
Super built-up  Area,Indira Nagar,3.0,160.0,3,2200.0,7272.727272727273
Super built-up  Area,Indira Nagar,3.0,200.0,3,1650.0,12121.212121212122
Super built-up  Area,Indira Nagar,4.0,365.0,4,2800.0,13035.714285714286
Super built-up  Area,Indira Nagar,2.0,120.0,2,1260.0,9523.809523809523
Super built-up  Area,Indira Nagar,2.0,130.0,2,1149.0,11314.186248912098
Super built-up  Area,Indira Nagar,3.0,150.0,3,1650.0,9090.90909090909
Plot  Area,Indira Nagar,6.0,475.0,6,2400.0,19791.666666666668
Super built-up  Area,Infantry Road,5.0,680.0,5,4000.0,17000.0
Built-up  Area,Ittamadu,2.0,50.0,2,1080.0,4629.62962962963
Super built-up  Area,Ittamadu,3.0,100.0,3,1600.0,6250.0
Plot  Area,Ittamadu,3.0,95.0,3,1800.0,5277.777777777777
Super built-up  Area,Ittamadu,3.0,75.0,3,1475.0,5084.745762711865
Plot  Area,J C Nagar,2.0,108.0,3,1200.0,9000.0
Super built-up  Area,JCR Layout,2.0,42.0,2,1180.0,3559.322033898305
Super built-up  Area,JCR Layout,2.0,37.0,2,1060.0,3490.566037735849
Super built-up  Area,JCR Layout,2.0,40.53,2,1160.0,3493.9655172413795
Super built-up  Area,JP Nagar,3.0,150.0,3,1850.0,8108.108108108108
Super built-up  Area,JP Nagar,2.0,35.0,2,1000.0,3500.0
Super built-up  Area,JP Nagar,2.0,70.0,2,1100.0,6363.636363636364
Super built-up  Area,JP Nagar,2.0,49.0,2,940.0,5212.765957446809
Built-up  Area,JP Nagar,3.0,135.0,3,2500.0,5400.0
Built-up  Area,JP Nagar,2.0,45.0,2,1078.0,4174.397031539888
Super built-up  Area,JP Nagar,1.0,44.0,1,1050.0,4190.476190476191
Super built-up  Area,JP Nagar,2.0,62.0,2,1200.0,5166.666666666667
Super built-up  Area,JP Nagar,2.0,90.87,2,1300.0,6990.0
Built-up  Area,JP Nagar,2.0,85.4,3,1315.0,6494.296577946768
Super built-up  Area,JP Nagar,3.0,112.0,3,1690.0,6627.218934911242
Super built-up  Area,JP Nagar,4.0,140.0,4,3000.0,4666.666666666667
Built-up  Area,JP Nagar,4.0,140.0,4,3000.0,4666.666666666667
Built-up  Area,JP Nagar,4.0,160.0,3,3300.0,4848.484848484848
Built-up  Area,JP Nagar,2.0,49.9,3,1150.0,4339.130434782609
Super built-up  Area,JP Nagar,1.0,52.5,1,750.0,7000.0
Super built-up  Area,JP Nagar,2.0,78.0,2,1200.0,6500.0
Super built-up  Area,JP Nagar,2.0,110.0,3,1850.0,5945.945945945946
Super built-up  Area,JP Nagar,2.0,45.0,2,1100.0,4090.909090909091
Super built-up  Area,JP Nagar,2.0,47.88,2,1197.0,4000.0
Built-up  Area,JP Nagar,4.0,160.0,7,2700.0,5925.925925925926
Super built-up  Area,JP Nagar,2.0,82.0,3,1500.0,5466.666666666667
Built-up  Area,JP Nagar,2.0,45.0,2,820.0,5487.804878048781
Super built-up  Area,JP Nagar,3.0,123.0,3,1750.0,7028.571428571428
Super built-up  Area,JP Nagar,2.0,43.6,3,1275.0,3419.607843137255
Super built-up  Area,JP Nagar,3.0,83.0,3,1600.0,5187.5
Built-up  Area,JP Nagar,3.0,150.0,4,3000.0,5000.0
Super built-up  Area,JP Nagar,3.0,82.0,3,2050.0,4000.0
Super built-up  Area,JP Nagar,1.0,34.27,1,745.0,4600.000000000001
Built-up  Area,JP Nagar,6.0,68.0,6,1800.0,3777.777777777778
Super built-up  Area,JP Nagar,2.0,90.0,2,1150.0,7826.086956521739
Super built-up  Area,JP Nagar,2.0,55.0,3,1450.0,3793.103448275862
Super built-up  Area,JP Nagar,3.0,138.0,3,1960.0,7040.816326530612
Built-up  Area,JP Nagar,2.0,87.0,4,1500.0,5800.0
Built-up  Area,JP Nagar,2.0,85.0,3,1590.0,5345.911949685535
Super built-up  Area,JP Nagar,2.0,60.0,2,1250.0,4800.0
Super built-up  Area,JP Nagar,2.0,39.98,2,1125.0,3553.7777777777774
Carpet  Area,JP Nagar,3.0,196.0,3,2400.0,8166.666666666667
Super built-up  Area,JP Nagar,2.0,91.65,2,1300.0,7050.0
Super built-up  Area,JP Nagar,2.0,57.0,2,1107.0,5149.051490514905
Super built-up  Area,JP Nagar,2.0,93.0,2,1250.0,7440.0
Super built-up  Area,JP Nagar,2.0,108.0,3,1500.0,7200.0
Super built-up  Area,JP Nagar,2.0,99.0,2,1405.0,7046.26334519573
Super built-up  Area,JP Nagar,2.0,73.0,2,1157.0,6309.420916162489
Super built-up  Area,JP Nagar,2.0,82.0,3,1500.0,5466.666666666667
Built-up  Area,JP Nagar,2.0,44.0,2,1048.0,4198.473282442748
Super built-up  Area,"JP Nagar 7th Phase, ",2.0,74.0,2,1150.0,6434.782608695652
Super built-up  Area,"JP Nagar 8th Phase, ",5.0,250.0,4,5000.0,5000.0
Built-up  Area,Jai Bheema Nagar,2.0,70.0,3,1470.0,4761.9047619047615
Super built-up  Area,Jakkasandra Extension,2.0,58.0,2,990.0,5858.585858585859
Super built-up  Area,Jakkasandra Extension,2.0,70.0,2,1205.0,5809.128630705394
Built-up  Area,Jakkasandra Extension,2.0,63.0,2,1000.0,6300.0
Built-up  Area,Jakkasandra Extension,2.0,57.0,2,950.0,6000.0
Super built-up  Area,Jakkur,2.0,75.0,2,1417.0,5292.87226534933
Built-up  Area,Jakkur,2.0,125.0,3,1590.0,7861.635220125786
Super built-up  Area,Jakkur,2.0,77.0,2,1279.0,6020.3283815480845
Super built-up  Area,Jakkur,3.0,107.0,3,1710.0,6257.309941520468
Super built-up  Area,Jakkur,2.0,86.51,3,1396.0,6196.991404011461
Super built-up  Area,Jakkur,6.0,249.0,4,3467.86,7180.220654813054
Super built-up  Area,Jakkur,3.0,124.0,3,1865.0,6648.793565683646
Super built-up  Area,Jakkur,2.0,53.35,2,1100.0,4850.0
Super built-up  Area,Jakkur,3.0,139.0,3,1760.0,7897.727272727273
Super built-up  Area,Jakkur,2.0,100.0,2,1290.0,7751.937984496124
Super built-up  Area,Jakkur,2.0,100.0,2,1452.19,6886.151261198604
Super built-up  Area,Jakkur,3.0,120.0,3,1798.0,6674.082313681869
Super built-up  Area,Jakkur,2.0,85.0,2,1300.0,6538.461538461538
Super built-up  Area,Jakkur,3.0,131.0,3,1950.0,6717.948717948718
Super built-up  Area,Jakkur,3.0,98.3,3,1858.0,5290.635091496232
Super built-up  Area,Jakkur,2.0,76.0,2,1230.0,6178.861788617886
Super built-up  Area,Jakkur,3.0,68.0,3,1374.0,4949.0538573508
Super built-up  Area,Jakkur,2.0,80.0,2,1290.0,6201.550387596899
Super built-up  Area,Jakkur,3.0,110.0,3,1760.0,6250.0
Super built-up  Area,Jakkur,4.0,130.0,4,2283.0,5694.261936049058
Super built-up  Area,Jakkur,2.0,98.0,2,1483.0,6608.226567768038
Super built-up  Area,Jakkur,3.0,86.0,3,1482.0,5802.968960863698
Super built-up  Area,Jakkur,3.0,100.0,3,1645.0,6079.0273556231
Super built-up  Area,Jakkur,3.0,111.0,3,1650.0,6727.272727272727
Super built-up  Area,Jakkur,2.0,80.0,3,1622.0,4932.182490752158
Super built-up  Area,Jakkur,4.0,160.0,3,2423.0,6603.38423442014
Super built-up  Area,Jakkur,3.0,136.0,3,2197.0,6190.259444697314
Super built-up  Area,Jakkur,2.0,65.0,2,1125.0,5777.777777777777
Super built-up  Area,Jakkur,2.0,79.0,2,1230.0,6422.764227642277
Super built-up  Area,Jakkur,2.0,79.0,2,1202.0,6572.379367720466
Super built-up  Area,Jakkur,3.0,123.0,3,1858.0,6620.021528525296
Super built-up  Area,Jakkur,3.0,110.0,3,1798.0,6117.908787541713
Built-up  Area,Jakkur,3.0,130.0,3,1785.0,7282.913165266106
Super built-up  Area,Jakkur,2.0,60.0,2,1080.0,5555.555555555556
Super built-up  Area,Jakkur,3.0,119.0,3,1816.0,6552.863436123348
Super built-up  Area,Jakkur,2.0,80.0,2,1424.0,5617.9775280898875
Super built-up  Area,Jakkur,2.0,85.0,2,1290.0,6589.147286821705
Built-up  Area,Jakkur,2.0,80.0,2,1300.0,6153.846153846154
Super built-up  Area,Jakkur,2.0,80.04,2,1290.0,6204.651162790698
Super built-up  Area,Jakkur,2.0,72.0,2,1282.0,5616.224648985959
Super built-up  Area,Jakkur,4.0,110.0,3,1880.0,5851.063829787234
